moleculeId,PredictedProbability
1671,0.51772684
1672,0.7797812
1673,0.5431599
1674,0.32193413
1675,0.60472614
1676,0.65028316
1677,0.27362835
1678,0.73233527
1679,0.4712008
1680,0.6138114
1681,0.7121907
1682,0.35870147
1683,0.7549695
1684,0.6244986
1685,0.64894915
1686,0.36314875
1687,0.68584764
1688,0.59234893
1689,0.36472917
1690,0.6444988
1691,0.52791715
1692,0.47411308
1693,0.34883326
1694,0.73028594
1695,0.6101304
1696,0.26949158
1697,0.77871144
1698,0.2535686
1699,0.2794693
1700,0.27860865
1701,0.6099475
1702,0.72833407
1703,0.4939795
1704,0.63964266
1705,0.44715366
1706,0.42371613
1707,0.715288
1708,0.23966323
1709,0.7194422
1710,0.23926833
1711,0.31855568
1712,0.55644375
1713,0.35087743
1714,0.38582787
1715,0.35751852
1716,0.28086147
1717,0.6918191
1718,0.61090827
1719,0.7165352
1720,0.38202092
1721,0.46409824
1722,0.26452857
1723,0.5289347
1724,0.44511297
1725,0.46099824
1726,0.83520925
1727,0.8244553
1728,0.54415035
1729,0.7191054
1730,0.67925733
1731,0.60138416
1732,0.38597125
1733,0.6427015
1734,0.7351175
1735,0.7136636
1736,0.6803477
1737,0.26268458
1738,0.79783803
1739,0.7657566
1740,0.83143854
1741,0.7343434
1742,0.67348814
1743,0.54823744
1744,0.30583394
1745,0.31999975
1746,0.47176886
1747,0.23519996
1748,0.6611933
1749,0.8213788
1750,0.4434177
1751,0.77078706
1752,0.6610688
1753,0.63873476
1754,0.37097815
1755,0.25544876
1756,0.77497774
1757,0.5170698
1758,0.26331213
1759,0.76661325
1760,0.71911794
1761,0.6546974
1762,0.6599217
1763,0.2054043
1764,0.47199413
1765,0.6712237
1766,0.720381
1767,0.705217
1768,0.36006734
1769,0.71738493
1770,0.5443959
1771,0.7617708
1772,0.6681632
1773,0.6136819
1774,0.603637
1775,0.3078288
1776,0.6934929
1777,0.23854108
1778,0.60346854
1779,0.29465857
1780,0.5338955
1781,0.7659163
1782,0.61259174
1783,0.23253998
1784,0.69770503
1785,0.60330784
1786,0.2613144
1787,0.53511953
1788,0.53088886
1789,0.37113157
1790,0.4004027
1791,0.3991442
1792,0.6832293
1793,0.8390666
1794,0.29897416
1795,0.28891778
1796,0.72435635
1797,0.58139133
1798,0.5447617
1799,0.58122706
1800,0.6494667
1801,0.71738493
1802,0.2850643
1803,0.3132464
1804,0.5242904
1805,0.720381
1806,0.443081
1807,0.61090827
1808,0.2509366
1809,0.5738084
1810,0.6554901
1811,0.73065895
1812,0.56835675
1813,0.70665973
1814,0.5890602
1815,0.62558687
1816,0.5493856
1817,0.63651305
1818,0.5571519
1819,0.54758006
1820,0.5299099
1821,0.3002367
1822,0.52113384
1823,0.74657196
1824,0.87768596
1825,0.61090827
1826,0.74568546
1827,0.5692559
1828,0.7809219
1829,0.5412897
1830,0.83860445
1831,0.34776852
1832,0.27830872
1833,0.59554994
1834,0.6889815
1835,0.51198775
1836,0.7654898
1837,0.43457913
1838,0.2661325
1839,0.78758305
1840,0.7168522
1841,0.2672991
1842,0.68696296
1843,0.62663496
1844,0.34101406
1845,0.78073716
1846,0.60188127
1847,0.6910815
1848,0.6797929
1849,0.3080476
1850,0.58708715
1851,0.8448149
1852,0.28389066
1853,0.3395932
1854,0.721871
1855,0.6831243
1856,0.76755065
1857,0.46664575
1858,0.2973924
1859,0.44987005
1860,0.72632605
1861,0.83193636
1862,0.226552
1863,0.50510097
1864,0.6604609
1865,0.40032697
1866,0.72771263
1867,0.7224556
1868,0.7111497
1869,0.64707285
1870,0.5943753
1871,0.8758626
1872,0.67052025
1873,0.3353563
1874,0.29135364
1875,0.25317293
1876,0.67398787
1877,0.2908995
1878,0.25900033
1879,0.63398385
1880,0.6039346
1881,0.47859
1882,0.41495758
1883,0.5376362
1884,0.27361226
1885,0.57873344
1886,0.35299516
1887,0.65558386
1888,0.82646346
1889,0.7997216
1890,0.26097697
1891,0.64956474
1892,0.6773138
1893,0.5906658
1894,0.5677269
1895,0.38185474
1896,0.63072497
1897,0.6808034
1898,0.46123275
1899,0.73658764
1900,0.28930667
1901,0.7406334
1902,0.6288676
1903,0.32600963
1904,0.25367486
1905,0.28758642
1906,0.38896272
1907,0.60099167
1908,0.39340213
1909,0.6899411
1910,0.53494984
1911,0.5844314
1912,0.62557316
1913,0.3034044
1914,0.6623016
1915,0.7336087
1916,0.281693
1917,0.2814862
1918,0.3358673
1919,0.5963098
1920,0.47343156
1921,0.74439
1922,0.6491428
1923,0.28985703
1924,0.3821149
1925,0.6631183
1926,0.54271024
1927,0.3215949
1928,0.5927747
1929,0.6296832
1930,0.28759938
1931,0.30281657
1932,0.30686092
1933,0.42886028
1934,0.619852
1935,0.25367486
1936,0.29333252
1937,0.5534945
1938,0.82646346
1939,0.38379917
1940,0.33499417
1941,0.7426195
1942,0.7452453
1943,0.39563113
1944,0.67098504
1945,0.31950068
1946,0.395199
1947,0.3014772
1948,0.56531566
1949,0.2687535
1950,0.7548621
1951,0.610065
1952,0.2692971
1953,0.61090827
1954,0.49540848
1955,0.57571834
1956,0.28405094
1957,0.6210865
1958,0.31901085
1959,0.6200729
1960,0.70326793
1961,0.2675232
1962,0.3289245
1963,0.42695826
1964,0.4472103
1965,0.41783902
1966,0.2276472
1967,0.7290164
1968,0.42808735
1969,0.5972879
1970,0.31106454
1971,0.71414816
1972,0.8200883
1973,0.741396
1974,0.43096438
1975,0.6053024
1976,0.61536866
1977,0.26206556
1978,0.64906186
1979,0.25394505
1980,0.45900115
1981,0.61397994
1982,0.2633996
1983,0.6043947
1984,0.2904605
1985,0.2501897
1986,0.82646346
1987,0.5632925
1988,0.6604522
1989,0.83344525
1990,0.63132656
1991,0.32101998
1992,0.5882204
1993,0.6740324
1994,0.37842855
1995,0.46206617
1996,0.6587866
1997,0.79307437
1998,0.72842354
1999,0.55805707
2000,0.55983275
2001,0.35105014
2002,0.61090827
2003,0.62033564
2004,0.67838997
2005,0.57266754
2006,0.33963296
2007,0.28210172
2008,0.7549286
2009,0.31871235
2010,0.28475428
2011,0.24566746
2012,0.58812267
2013,0.59892535
2014,0.5581653
2015,0.7124331
2016,0.69752985
2017,0.46911085
2018,0.54218066
2019,0.55004
2020,0.75958824
2021,0.33825752
2022,0.7196777
2023,0.49456537
2024,0.28794146
2025,0.25987983
2026,0.3115667
2027,0.23406564
2028,0.31609204
2029,0.27423385
2030,0.83839047
2031,0.586805
2032,0.78034306
2033,0.5692022
2034,0.3046181
2035,0.6406023
2036,0.6398335
2037,0.2405541
2038,0.6002264
2039,0.59165484
2040,0.65172875
2041,0.57627493
2042,0.33191586
2043,0.56927156
2044,0.47491774
2045,0.32553232
2046,0.54992235
2047,0.73787105
2048,0.77606064
2049,0.23674528
2050,0.2603275
2051,0.42453966
2052,0.84163666
2053,0.7866406
2054,0.50622845
2055,0.6866611
2056,0.6074007
2057,0.7412223
2058,0.75499535
2059,0.7695068
2060,0.41250408
2061,0.57616913
2062,0.86376196
2063,0.5783363
2064,0.37021485
2065,0.2548417
2066,0.5753893
2067,0.5558157
2068,0.42890123
2069,0.60954744
2070,0.6500334
2071,0.5710769
2072,0.67213213
2073,0.6952211
2074,0.61090827
2075,0.42128533
2076,0.72769296
2077,0.32285377
2078,0.65739614
2079,0.7263284
2080,0.72445595
2081,0.65473473
2082,0.57300144
2083,0.783327
2084,0.74633324
2085,0.3327293
2086,0.27331236
2087,0.42961046
2088,0.6511762
2089,0.25633937
2090,0.25428578
2091,0.38034797
2092,0.7927743
2093,0.6547367
2094,0.32509044
2095,0.7922207
2096,0.5255254
2097,0.69992733
2098,0.59829617
2099,0.660418
2100,0.6617546
2101,0.6729343
2102,0.24078977
2103,0.45729986
2104,0.74870133
2105,0.55514127
2106,0.26628333
2107,0.79307437
2108,0.827723
2109,0.76423645
2110,0.5700084
2111,0.5215948
2112,0.27628633
2113,0.63025534
2114,0.38591996
2115,0.51254326
2116,0.2627441
2117,0.7438272
2118,0.36796513
2119,0.26994425
2120,0.6873041
2121,0.46306378
2122,0.6294722
2123,0.6856579
2124,0.38968727
2125,0.69682175
2126,0.46103877
2127,0.66770726
2128,0.6154174
2129,0.61090827
2130,0.3410946
2131,0.7915227
2132,0.5907362
2133,0.49802893
2134,0.7836502
2135,0.54559934
2136,0.4775991
2137,0.44216508
2138,0.6959878
2139,0.7469375
2140,0.27622843
2141,0.48714456
2142,0.6832203
2143,0.5681958
2144,0.33286384
2145,0.37048766
2146,0.7591056
2147,0.8163123
2148,0.6950763
2149,0.5665796
2150,0.36709943
2151,0.31698254
2152,0.55705833
2153,0.5236028
2154,0.5832543
2155,0.6856444
2156,0.22638753
2157,0.23700452
2158,0.46842676
2159,0.61262745
2160,0.7623289
2161,0.8073142
2162,0.8385975
2163,0.43024972
2164,0.7773522
2165,0.6104619
2166,0.5274718
2167,0.5805339
2168,0.42848358
2169,0.23279369
2170,0.6678054
2171,0.73435813
2172,0.74685127
2173,0.3259023
2174,0.27445495
2175,0.31307146
2176,0.63752735
2177,0.5619209
2178,0.3707863
2179,0.68917394
2180,0.70157593
2181,0.4478038
2182,0.5428714
2183,0.6281167
2184,0.31352186
2185,0.6273253
2186,0.629515
2187,0.24315916
2188,0.69138354
2189,0.40926903
2190,0.6803228
2191,0.27368203
2192,0.43743405
2193,0.39651987
2194,0.2990562
2195,0.3704199
2196,0.41854185
2197,0.43103042
2198,0.45621943
2199,0.7051302
2200,0.75349385
2201,0.7773437
2202,0.68849677
2203,0.33554792
2204,0.6532996
2205,0.28996885
2206,0.5462878
2207,0.4341766
2208,0.8298591
2209,0.24910171
2210,0.24281074
2211,0.7698095
2212,0.61721414
2213,0.7747718
2214,0.5876147
2215,0.7759186
2216,0.5959739
2217,0.7448515
2218,0.3889298
2219,0.6288873
2220,0.83344525
2221,0.5039985
2222,0.52990484
2223,0.66068834
2224,0.4054641
2225,0.25367123
2226,0.530109
2227,0.34593213
2228,0.6722524
2229,0.3009717
2230,0.41563046
2231,0.68218404
2232,0.24770655
2233,0.6459197
2234,0.56656384
2235,0.4207682
2236,0.26453075
2237,0.3243224
2238,0.47626355
2239,0.74633324
2240,0.29635653
2241,0.78526074
2242,0.7738605
2243,0.27617463
2244,0.80951005
2245,0.8381874
2246,0.33907542
2247,0.52219987
2248,0.6789106
2249,0.61174995
2250,0.36328506
2251,0.37649906
2252,0.2822129
2253,0.57589275
2254,0.6744422
2255,0.4641672
2256,0.5946181
2257,0.24971676
2258,0.6568441
2259,0.46289054
2260,0.6573696
2261,0.6398067
2262,0.30482566
2263,0.29323146
2264,0.29448876
2265,0.820819
2266,0.88955843
2267,0.70896167
2268,0.6901338
2269,0.32658663
2270,0.3758626
2271,0.8098846
2272,0.2616241
2273,0.630345
2274,0.29739928
2275,0.532609
2276,0.54162914
2277,0.30702907
2278,0.69022655
2279,0.5366958
2280,0.29998356
2281,0.5262732
2282,0.27811414
2283,0.53280205
2284,0.25317293
2285,0.35127333
2286,0.5207952
2287,0.26109642
2288,0.60853565
2289,0.71451414
2290,0.6548561
2291,0.576718
2292,0.42832088
2293,0.75585777
2294,0.61719036
2295,0.6473891
2296,0.351841
2297,0.40130413
2298,0.6927521
2299,0.33979893
2300,0.8154261
2301,0.39449865
2302,0.7688054
2303,0.6500438
2304,0.5835255
2305,0.56955844
2306,0.7513286
2307,0.45602682
2308,0.5503275
2309,0.72880745
2310,0.72675
2311,0.4163566
2312,0.5597665
2313,0.752573
2314,0.7068283
2315,0.32907492
2316,0.50620526
2317,0.25371215
2318,0.65152335
2319,0.62658626
2320,0.49584472
2321,0.6544653
2322,0.5074945
2323,0.3573793
2324,0.7512316
2325,0.27940974
2326,0.5246042
2327,0.73350424
2328,0.6977235
2329,0.28528038
2330,0.49880803
2331,0.41729912
2332,0.2982044
2333,0.6206326
2334,0.50084484
2335,0.37553227
2336,0.7574879
2337,0.37019706
2338,0.6271668
2339,0.2352994
2340,0.6421947
2341,0.6625128
2342,0.7766748
2343,0.7945157
2344,0.53298956
2345,0.73514915
2346,0.5449776
2347,0.629185
2348,0.39539638
2349,0.49086225
2350,0.29930064
2351,0.6705044
2352,0.2730968
2353,0.5695539
2354,0.65914464
2355,0.408233
2356,0.46226865
2357,0.60345775
2358,0.4655694
2359,0.8581662
2360,0.54596287
2361,0.66962796
2362,0.53450304
2363,0.7515089
2364,0.33683872
2365,0.31231645
2366,0.76271546
2367,0.7208246
2368,0.59907335
2369,0.7627665
2370,0.60999835
2371,0.42167056
2372,0.70068175
2373,0.40427712
2374,0.5476518
2375,0.6589233
2376,0.7818412
2377,0.4267973
2378,0.6463971
2379,0.23401728
2380,0.6676743
2381,0.32311943
2382,0.46695492
2383,0.7139878
2384,0.45610583
2385,0.24484043
2386,0.56352746
2387,0.38385496
2388,0.36270866
2389,0.25967768
2390,0.568585
2391,0.72036904
2392,0.4371136
2393,0.61090827
2394,0.732164
2395,0.25063705
2396,0.6473637
2397,0.2503649
2398,0.2382692
2399,0.6386284
2400,0.50751877
2401,0.60466367
2402,0.6347789
2403,0.48484203
2404,0.7170306
2405,0.5613277
2406,0.7805391
2407,0.36713386
2408,0.7225411
2409,0.8361301
2410,0.6395119
2411,0.77038383
2412,0.5620432
2413,0.72279376
2414,0.2654164
2415,0.31555793
2416,0.4102313
2417,0.6366345
2418,0.60974944
2419,0.2644778
2420,0.22516699
2421,0.29983354
2422,0.41556308
2423,0.45227346
2424,0.77486014
2425,0.58941257
2426,0.6682075
2427,0.30426884
2428,0.80739677
2429,0.6046713
2430,0.780587
2431,0.52944314
2432,0.4035804
2433,0.37684163
2434,0.44694477
2435,0.44942155
2436,0.64943635
2437,0.2673405
2438,0.38794
2439,0.7650741
2440,0.6722524
2441,0.83279586
2442,0.27001867
2443,0.29282895
2444,0.61079615
2445,0.59361887
2446,0.640393
2447,0.69768196
2448,0.23039818
2449,0.42348218
2450,0.2845363
2451,0.5560076
2452,0.22736174
2453,0.33872125
2454,0.6764616
2455,0.26584446
2456,0.23634055
2457,0.5962837
2458,0.5538966
2459,0.25539467
2460,0.78017884
2461,0.55021966
2462,0.717233
2463,0.71738493
2464,0.7841279
2465,0.64594704
2466,0.7945157
2467,0.6116897
2468,0.47050324
2469,0.5970811
2470,0.44935647
2471,0.7337296
2472,0.47321913
2473,0.6429332
2474,0.37414294
2475,0.3623369
2476,0.5983797
2477,0.36290777
2478,0.3574868
2479,0.656922
2480,0.7966062
2481,0.35167378
2482,0.56963503
2483,0.2676798
2484,0.5393447
2485,0.37787196
2486,0.7571591
2487,0.27754155
2488,0.50902057
2489,0.7515089
2490,0.41416666
2491,0.6104055
2492,0.85377365
2493,0.76866233
2494,0.3345813
2495,0.70923674
2496,0.28013158
2497,0.5893624
2498,0.27152273
2499,0.70445615
2500,0.69487184
2501,0.3772405
